item_id,genres,year_release,release_date
505340,Casual,2017,2017-01-31
505340,Indie,2017,2017-01-31
568190,Action,2017,2017-01-31
568190,Rpg,2017,2017-01-31
568190,Early access,2017,2017-01-31
376965,Simulation,2017,2017-02-01
584250,Indie,2017,2017-02-01
584250,Rpg,2017,2017-02-01
584250,Strategy,2017,2017-02-01
526920,Action,2017,2017-02-01
526920,Casual,2017,2017-02-01
526920,Indie,2017,2017-02-01
526920,Racing,2017,2017-02-01
526920,Sports,2017,2017-02-01
585210,Indie,2017,2017-02-01
585210,Rpg,2017,2017-02-01
585210,Strategy,2017,2017-02-01
585700,Indie,2017,2017-02-01
585700,Rpg,2017,2017-02-01
585700,Strategy,2017,2017-02-01
587550,Indie,2017,2017-02-01
587550,Rpg,2017,2017-02-01
587550,Strategy,2017,2017-02-01
587120,Indie,2017,2017-02-01
587120,Rpg,2017,2017-02-01
587120,Strategy,2017,2017-02-01
588390,Indie,2017,2017-02-01
588390,Rpg,2017,2017-02-01
588390,Strategy,2017,2017-02-01
589010,Indie,2017,2017-02-01
589010,Rpg,2017,2017-02-01
589010,Strategy,2017,2017-02-01
585790,Action,2017,2017-02-01
585790,Casual,2017,2017-02-01
585790,Indie,2017,2017-02-01
587882,Adventure,2017,2017-02-01
587882,Indie,2017,2017-02-01
587881,Adventure,2017,2017-02-01
587881,Indie,2017,2017-02-01
587880,Adventure,2017,2017-02-01
587880,Indie,2017,2017-02-01
587891,Adventure,2017,2017-02-01
587891,Indie,2017,2017-02-01
587890,Adventure,2017,2017-02-01
587890,Indie,2017,2017-02-01
587840,Adventure,2017,2017-02-01
587840,Indie,2017,2017-02-01
559930,Casual,2017,2017-02-02
559930,Indie,2017,2017-02-02
495160,Action,2017,2017-02-02
495160,Adventure,2017,2017-02-02
567780,Action,2017,2017-02-02
567780,Casual,2017,2017-02-02
567780,Indie,2017,2017-02-02
446060,Animation and modeling,2017,2017-02-02
446060,Design and illustration,2017,2017-02-02
446060,Education,2017,2017-02-02
446060,Software training,2017,2017-02-02
446060,Video production,2017,2017-02-02
446060,Web publishing,2017,2017-02-02
572700,Adventure,2015,2015-05-19
583660,Adventure,2017,2017-02-02
583660,Indie,2017,2017-02-02
579640,Video production,2016,2016-12-02
486020,Action,2017,2017-02-03
486020,Adventure,2017,2017-02-03
486020,Indie,2017,2017-02-03
587330,Casual,2017,2017-02-02
587330,Simulation,2017,2017-02-02
564150,Action,2017,2017-02-02
564150,Indie,2017,2017-02-02
589651,Adventure,2017,2017-02-03
589651,Casual,2017,2017-02-03
589651,Free to play,2017,2017-02-03
589651,Indie,2017,2017-02-03
589651,Simulation,2017,2017-02-03
589651,Sports,2017,2017-02-03
589651,Strategy,2017,2017-02-03
589650,Adventure,2017,2017-02-03
589650,Casual,2017,2017-02-03
589650,Free to play,2017,2017-02-03
589650,Indie,2017,2017-02-03
589650,Simulation,2017,2017-02-03
589650,Sports,2017,2017-02-03
589650,Strategy,2017,2017-02-03
566490,Indie,2018,2018-02-16
566490,Strategy,2018,2018-02-16
577450,Action,2017,2017-02-03
577450,Adventure,2017,2017-02-03
577450,Casual,2017,2017-02-03
577450,Indie,2017,2017-02-03
577450,Simulation,2017,2017-02-03
437250,Indie,2017,2017-02-03
437250,Rpg,2017,2017-02-03
586690,Adventure,2017,2017-02-03
586690,Casual,2017,2017-02-03
587780,Indie,2017,2017-02-03
587780,Rpg,2017,2017-02-03
536930,Free to play,2017,2017-02-05
536930,Rpg,2017,2017-02-05
578440,Rpg,2017,2017-02-05
570980,Action,2017,2017-02-06
570980,Adventure,2017,2017-02-06
570980,Indie,2017,2017-02-06
570980,Early access,2017,2017-02-06
583190,Indie,2017,2017-02-06
583190,Strategy,2017,2017-02-06
587800,Action,2017,2017-02-03
587800,Indie,2017,2017-02-03
587800,Rpg,2017,2017-02-03
568580,Action,2017,2017-02-06
568580,Free to play,2017,2017-02-06
568580,Massively multiplayer,2017,2017-02-06
568580,Simulation,2017,2017-02-06
568580,Early access,2017,2017-02-06
588280,Casual,2017,2017-02-06
588280,Free to play,2017,2017-02-06
588280,Indie,2017,2017-02-06
323410,Action,2017,2017-02-06
323410,Indie,2017,2017-02-06
323410,Rpg,2017,2017-02-06
556230,Action,2016,2016-12-09
556230,Adventure,2016,2016-12-09
556230,Casual,2016,2016-12-09
556230,Indie,2016,2016-12-09
556230,Racing,2016,2016-12-09
556230,Sports,2016,2016-12-09
527270,Rpg,2017,2017-02-07
488995,Design and illustration,2017,2017-02-06
488995,Photo editing,2017,2017-02-06
488995,Utilities,2017,2017-02-06
488996,Design and illustration,2017,2017-02-06
488996,Photo editing,2017,2017-02-06
488996,Utilities,2017,2017-02-06
565230,Action,2017,2017-02-07
565230,Rpg,2017,2017-02-07
509715,Casual,2017,2017-02-07
509715,Simulation,2017,2017-02-07
528052,Action,2017,2017-02-07
528052,Rpg,2017,2017-02-07
528055,Action,2017,2017-02-07
528055,Rpg,2017,2017-02-07
509716,Casual,2017,2017-02-07
509716,Simulation,2017,2017-02-07
586520,Action,2017,2017-02-07
586520,Indie,2017,2017-02-07
581010,Action,2017,2017-02-07
581010,Adventure,2017,2017-02-07
581010,Indie,2017,2017-02-07
376972,Simulation,2017,2017-02-08
552690,Casual,2017,2017-02-08
552690,Indie,2017,2017-02-08
552690,Sports,2017,2017-02-08
552690,Early access,2017,2017-02-08
584800,Strategy,2017,2017-02-08
575990,Casual,2017,2017-02-08
575990,Indie,2017,2017-02-08
575990,Simulation,2017,2017-02-08
577560,Indie,2017,2017-02-08
577560,Strategy,2017,2017-02-08
591880,Racing,2017,2017-02-08
591880,Simulation,2017,2017-02-08
591880,Sports,2017,2017-02-08
591070,Massively multiplayer,2017,2017-02-09
591070,Racing,2017,2017-02-09
591070,Simulation,2017,2017-02-09
591070,Sports,2017,2017-02-09
244030,Simulation,2017,2017-02-09
556219,Simulation,2017,2017-02-09
591730,Action,2017,2017-02-10
591730,Adventure,2017,2017-02-10
591730,Casual,2017,2017-02-10
591730,Indie,2017,2017-02-10
591730,Strategy,2017,2017-02-10
588600,Indie,2017,2017-02-10
588600,Simulation,2017,2017-02-10
558243,Indie,2017,2017-02-10
558243,Simulation,2017,2017-02-10
582530,Casual,2017,2017-02-10
582530,Rpg,2017,2017-02-10
582530,Strategy,2017,2017-02-10
513106,Simulation,2017,2017-02-10
513107,Simulation,2017,2017-02-10
588180,Casual,2017,2017-02-10
588180,Free to play,2017,2017-02-10
588180,Indie,2017,2017-02-10
572180,Action,2017,2017-02-10
572180,Casual,2017,2017-02-10
572180,Indie,2017,2017-02-10
587290,Simulation,2017,2017-02-10
556220,Simulation,2017,2017-02-10
590450,Adventure,2017,2017-02-10
590450,Indie,2017,2017-02-10
590450,Strategy,2017,2017-02-10
586720,Adventure,2017,2017-02-10
586720,Casual,2017,2017-02-10
588150,Adventure,2017,2017-02-04
588150,Indie,2017,2017-02-04
588150,Rpg,2017,2017-02-04
575910,Action,2017,2017-02-01
575910,Casual,2017,2017-02-01
575910,Indie,2017,2017-02-01
575910,Simulation,2017,2017-02-01
588420,Action,2017,2017-02-11
588420,Casual,2017,2017-02-11
588420,Indie,2017,2017-02-11
575780,Action,2017,2017-02-11
575780,Adventure,2017,2017-02-11
575780,Casual,2017,2017-02-11
575780,Indie,2017,2017-02-11
575270,Design and illustration,2017,2017-02-13
575270,Photo editing,2017,2017-02-13
575270,Video production,2017,2017-02-13
410840,Casual,2017,2017-02-13
410840,Indie,2017,2017-02-13
410840,Simulation,2017,2017-02-13
564680,Animation and modeling,2017,2017-02-13
564680,Design and illustration,2017,2017-02-13
564680,Education,2017,2017-02-13
564680,Software training,2017,2017-02-13
564680,Utilities,2017,2017-02-13
564680,Video production,2017,2017-02-13
564680,Web publishing,2017,2017-02-13
593990,Adventure,2017,2017-02-13
576260,Simulation,2017,2017-02-13
576260,Strategy,2017,2017-02-13
563810,Adventure,2017,2017-02-13
563810,Indie,2017,2017-02-13
587413,Action,2017,2017-02-13
587413,Free to play,2017,2017-02-13
587413,Indie,2017,2017-02-13
587413,Racing,2017,2017-02-13
587413,Sports,2017,2017-02-13
587413,Strategy,2017,2017-02-13
591800,Action,2017,2017-02-13
304390,Action,2017,2017-02-13
592291,Design and illustration,2017,2017-02-13
592291,Web publishing,2017,2017-02-13
592290,Design and illustration,2017,2017-02-13
592290,Web publishing,2017,2017-02-13
577160,Action,2017,2017-02-13
577160,Casual,2017,2017-02-13
577160,Indie,2017,2017-02-13
592292,Design and illustration,2017,2017-02-13
592292,Web publishing,2017,2017-02-13
580880,Action,2017,2017-02-13
580880,Indie,2017,2017-02-13
558320,Adventure,2017,2017-02-14
528180,Indie,2017,2017-02-14
528180,Strategy,2017,2017-02-14
495620,Action,2017,2017-02-14
495620,Indie,2017,2017-02-14
450170,Adventure,2017,2017-02-14
450170,Casual,2017,2017-02-14
450170,Indie,2017,2017-02-14
412760,Action,2017,2017-02-14
412760,Indie,2017,2017-02-14
591490,Action,2017,2017-02-14
591490,Adventure,2017,2017-02-14
591490,Casual,2017,2017-02-14
591490,Free to play,2017,2017-02-14
591490,Indie,2017,2017-02-14
591490,Simulation,2017,2017-02-14
591490,Sports,2017,2017-02-14
591490,Strategy,2017,2017-02-14
445720,Action,2017,2017-02-14
445720,Free to play,2017,2017-02-14
445720,Strategy,2017,2017-02-14
509721,Casual,2017,2017-02-14
509721,Simulation,2017,2017-02-14
591492,Action,2017,2017-02-14
591492,Adventure,2017,2017-02-14
591492,Casual,2017,2017-02-14
591492,Free to play,2017,2017-02-14
591492,Indie,2017,2017-02-14
591492,Simulation,2017,2017-02-14
591492,Sports,2017,2017-02-14
591492,Strategy,2017,2017-02-14
509719,Casual,2017,2017-02-14
509719,Simulation,2017,2017-02-14
509718,Casual,2017,2017-02-14
509718,Simulation,2017,2017-02-14
567240,Adventure,2017,2017-02-14
567240,Casual,2017,2017-02-14
555120,Rpg,2017,2017-02-14
524580,Adventure,2017,2017-02-14
524580,Rpg,2017,2017-02-14
524592,Rpg,2017,2017-02-14
524596,Rpg,2017,2017-02-14
524595,Rpg,2017,2017-02-14
524594,Rpg,2017,2017-02-14
524593,Rpg,2017,2017-02-14
524591,Rpg,2017,2017-02-14
587810,Casual,2017,2017-02-14
587810,Indie,2017,2017-02-14
524590,Rpg,2017,2017-02-14
591010,Action,2017,2017-02-15
591010,Casual,2017,2017-02-15
591010,Indie,2017,2017-02-15
435400,Adventure,2017,2017-02-15
435400,Casual,2017,2017-02-15
435400,Indie,2017,2017-02-15
593430,Adventure,2017,2017-02-15
593430,Indie,2017,2017-02-15
593430,Simulation,2017,2017-02-15
513103,Simulation,2017,2017-02-15
593431,Adventure,2017,2017-02-15
593431,Indie,2017,2017-02-15
593431,Simulation,2017,2017-02-15
513101,Simulation,2017,2017-02-15
513100,Simulation,2017,2017-02-15
564040,Action,2017,2017-02-15
564040,Indie,2017,2017-02-15
573870,Action,2017,2017-02-15
573870,Indie,2017,2017-02-15
561450,Action,2017,2017-02-15
561450,Indie,2017,2017-02-15
561450,Rpg,2017,2017-02-15
464950,Indie,2017,2017-02-15
464950,Strategy,2017,2017-02-15
464950,Early access,2017,2017-02-15
582620,Casual,2016,2016-07-01
582620,Indie,2016,2016-07-01
586240,Indie,2017,2017-02-15
583140,Adventure,2017,2017-02-15
583140,Indie,2017,2017-02-15
518790,Adventure,2017,2017-02-16
518790,Simulation,2017,2017-02-16
518790,Sports,2017,2017-02-16
570090,Design and illustration,2017,2017-02-16
570090,Education,2017,2017-02-16
570090,Utilities,2017,2017-02-16
552940,Action,2017,2017-02-15
552940,Indie,2017,2017-02-15
488120,Action,2017,2017-02-16
488120,Indie,2017,2017-02-16
588890,Indie,2017,2017-02-16
588890,Rpg,2017,2017-02-16
588890,Strategy,2017,2017-02-16
448199,Simulation,2017,2017-02-16
448192,Simulation,2017,2017-02-16
590280,Casual,2017,2017-02-16
590280,Free to play,2017,2017-02-16
590280,Indie,2017,2017-02-16
590280,Simulation,2017,2017-02-16
540250,Strategy,2017,2017-02-16
520642,Indie,2017,2017-02-16
520642,Simulation,2017,2017-02-16
520642,Strategy,2017,2017-02-16
592340,Casual,2017,2017-02-16
592340,Indie,2017,2017-02-16
520640,Indie,2017,2017-02-16
520640,Simulation,2017,2017-02-16
520640,Strategy,2017,2017-02-16
520643,Indie,2017,2017-02-16
520643,Simulation,2017,2017-02-16
520643,Strategy,2017,2017-02-16
520644,Indie,2017,2017-02-16
520644,Simulation,2017,2017-02-16
520644,Strategy,2017,2017-02-16
561813,Racing,2017,2017-02-17
592130,Action,2017,2017-02-17
592130,Adventure,2017,2017-02-17
592130,Indie,2017,2017-02-17
571740,Casual,2017,2017-02-17
571740,Indie,2017,2017-02-17
571740,Simulation,2017,2017-02-17
571740,Sports,2017,2017-02-17
571740,Early access,2017,2017-02-17
587500,Racing,2017,2017-02-17
545660,Adventure,2017,2017-02-17
545660,Casual,2017,2017-02-17
545660,Indie,2017,2017-02-17
455690,Adventure,2017,2017-02-17
455690,Casual,2017,2017-02-17
455690,Indie,2017,2017-02-17
455690,Simulation,2017,2017-02-17
455690,Sports,2017,2017-02-17
455690,Strategy,2017,2017-02-17
576420,Action,2017,2017-02-17
576420,Adventure,2017,2017-02-17
576420,Indie,2017,2017-02-17
576420,Rpg,2017,2017-02-17
576420,Strategy,2017,2017-02-17
533580,Casual,2017,2017-02-17
533580,Indie,2017,2017-02-17
485980,Indie,2017,2017-02-21
485980,Strategy,2017,2017-02-21
591420,Casual,2017,2017-02-20
591420,Indie,2017,2017-02-20
359420,Adventure,1997,1997-06-19
359420,Casual,1997,1997-06-19
359420,Indie,1997,1997-06-19
589640,Action,2017,2017-02-20
589640,Indie,2017,2017-02-20
589640,Strategy,2017,2017-02-20
585550,Action,2017,2017-02-20
585550,Casual,2017,2017-02-20
585550,Indie,2017,2017-02-20
585550,Simulation,2017,2017-02-20
463480,Action,2017,2017-02-20
463480,Indie,2017,2017-02-20
596960,Casual,2017,2017-02-21
596960,Indie,2017,2017-02-21
546400,Action,2017,2017-02-20
546400,Adventure,2017,2017-02-20
546400,Casual,2017,2017-02-20
546400,Indie,2017,2017-02-20
361840,Indie,2017,2017-02-20
361840,Racing,2017,2017-02-20
361840,Simulation,2017,2017-02-20
566140,Adventure,2017,2017-02-20
566140,Casual,2017,2017-02-20
566140,Strategy,2017,2017-02-20
463880,Adventure,2017,2017-02-20
463880,Casual,2017,2017-02-20
463880,Indie,2017,2017-02-20
463880,Rpg,2017,2017-02-20
314610,Strategy,2017,2017-02-20
529930,Action,2017,2017-02-20
529930,Adventure,2017,2017-02-20
591493,Action,2017,2017-02-21
591493,Adventure,2017,2017-02-21
591493,Casual,2017,2017-02-21
591493,Free to play,2017,2017-02-21
591493,Indie,2017,2017-02-21
591493,Simulation,2017,2017-02-21
591493,Sports,2017,2017-02-21
591493,Strategy,2017,2017-02-21
591491,Action,2017,2017-02-21
591491,Adventure,2017,2017-02-21
591491,Casual,2017,2017-02-21
591491,Free to play,2017,2017-02-21
591491,Indie,2017,2017-02-21
591491,Simulation,2017,2017-02-21
591491,Sports,2017,2017-02-21
591491,Strategy,2017,2017-02-21
529720,Action,2017,2017-02-21
529720,Casual,2017,2017-02-21
529720,Indie,2017,2017-02-21
593290,Action,2017,2017-02-21
593290,Adventure,2017,2017-02-21
593290,Indie,2017,2017-02-21
586170,Action,2017,2017-02-21
586170,Indie,2017,2017-02-21
586170,Early access,2017,2017-02-21
574673,Action,2017,2017-02-21
574673,Casual,2017,2017-02-21
574673,Indie,2017,2017-02-21
574673,Racing,2017,2017-02-21
574673,Simulation,2017,2017-02-21
574673,Sports,2017,2017-02-21
574672,Action,2017,2017-02-21
574672,Casual,2017,2017-02-21
574672,Indie,2017,2017-02-21
574672,Racing,2017,2017-02-21
574672,Simulation,2017,2017-02-21
574672,Sports,2017,2017-02-21
587080,Racing,2017,2017-02-21
549390,Casual,2017,2017-02-21
549390,Indie,2017,2017-02-21
457194,Action,2017,2017-02-21
457194,Indie,2017,2017-02-21
457194,Racing,2017,2017-02-21
457194,Sports,2017,2017-02-21
457191,Action,2017,2017-02-21
457191,Indie,2017,2017-02-21
457191,Racing,2017,2017-02-21
457191,Sports,2017,2017-02-21
428980,Action,2017,2017-02-21
428980,Adventure,2017,2017-02-21
428980,Indie,2017,2017-02-21
428980,Rpg,2017,2017-02-21
509725,Casual,2017,2017-02-21
509725,Simulation,2017,2017-02-21
509728,Casual,2017,2017-02-21
509728,Simulation,2017,2017-02-21
509726,Casual,2017,2017-02-21
509726,Simulation,2017,2017-02-21
509727,Casual,2017,2017-02-21
509727,Simulation,2017,2017-02-21
502280,Action,2017,2017-02-21
481510,Adventure,2017,2017-02-21
523610,Action,2017,2017-02-21
523610,Indie,2017,2017-02-21
565250,Action,2017,2017-02-21
565250,Rpg,2017,2017-02-21
528056,Action,2017,2017-02-21
528056,Rpg,2017,2017-02-21
342640,Action,2017,2017-02-21
342640,Adventure,2017,2017-02-21
342640,Indie,2017,2017-02-21
342640,Rpg,2017,2017-02-21
342640,Simulation,2017,2017-02-21
582960,Indie,2017,2017-02-21
582960,Strategy,2017,2017-02-21
569710,Action,2017,2017-02-21
591470,Adventure,2017,2017-02-21
591470,Casual,2017,2017-02-21
596110,Action,2017,2017-02-21
596110,Adventure,2017,2017-02-21
596110,Indie,2017,2017-02-21
596110,Rpg,2017,2017-02-21
596110,Simulation,2017,2017-02-21
595700,Indie,2017,2017-02-21
595700,Rpg,2017,2017-02-21
595700,Strategy,2017,2017-02-21
596130,Indie,2017,2017-02-21
596130,Rpg,2017,2017-02-21
596130,Strategy,2017,2017-02-21
597290,Indie,2017,2017-02-21
597290,Rpg,2017,2017-02-21
597290,Strategy,2017,2017-02-21
521700,Strategy,2017,2017-02-21
597890,Indie,2017,2017-02-21
597890,Rpg,2017,2017-02-21
597890,Strategy,2017,2017-02-21
521710,Strategy,2017,2017-02-21
521680,Strategy,2017,2017-02-21
569711,Action,2017,2017-02-21
569712,Action,2017,2017-02-21
569713,Action,2017,2017-02-21
569714,Action,2017,2017-02-21
569715,Action,2017,2017-02-21
586980,Action,2017,2017-02-21
586980,Indie,2017,2017-02-21
586980,Racing,2017,2017-02-21
586980,Simulation,2017,2017-02-21
586980,Sports,2017,2017-02-21
591900,Massively multiplayer,2017,2017-02-21
591900,Racing,2017,2017-02-21
591900,Simulation,2017,2017-02-21
591900,Sports,2017,2017-02-21
506870,Action,2017,2017-02-22
506870,Adventure,2017,2017-02-22
506870,Indie,2017,2017-02-22
506870,Rpg,2017,2017-02-22
583730,Racing,2017,2017-02-22
583730,Simulation,2017,2017-02-22
583730,Sports,2017,2017-02-22
556218,Simulation,2017,2017-02-22
396280,Action,2001,2001-06-27
396280,Adventure,2001,2001-06-27
396280,Free to play,2001,2001-06-27
396280,Massively multiplayer,2001,2001-06-27
396280,Rpg,2001,2001-06-27
396280,Strategy,2001,2001-06-27
543330,Free to play,2017,2017-02-22
543330,Massively multiplayer,2017,2017-02-22
543330,Rpg,2017,2017-02-22
579320,Free to play,2017,2017-02-22
579320,Massively multiplayer,2017,2017-02-22
579320,Rpg,2017,2017-02-22
583110,Action,2017,2017-02-22
583110,Casual,2017,2017-02-22
583110,Free to play,2017,2017-02-22
583110,Massively multiplayer,2017,2017-02-22
583110,Sports,2017,2017-02-22
583110,Strategy,2017,2017-02-22
585180,Adventure,2017,2017-02-22
585180,Indie,2017,2017-02-22
585180,Rpg,2017,2017-02-22
359840,Action,2017,2017-02-22
359840,Indie,2017,2017-02-22
595320,Action,2017,2017-02-21
595320,Indie,2017,2017-02-21
595320,Simulation,2017,2017-02-21
372330,Adventure,2017,2017-02-22
372330,Casual,2017,2017-02-22
372330,Indie,2017,2017-02-22
466560,Indie,2017,2017-02-22
466560,Simulation,2017,2017-02-22
466560,Strategy,2017,2017-02-22
466560,Early access,2017,2017-02-22
591580,Adventure,2017,2017-02-22
591580,Casual,2017,2017-02-22
600070,Design and illustration,2017,2017-02-22
600070,Utilities,2017,2017-02-22
557760,Adventure,1998,1998-04-13
557760,Strategy,1998,1998-04-13
503430,Action,2017,2017-02-22
503430,Adventure,2017,2017-02-22
503430,Indie,2017,2017-02-22
503430,Rpg,2017,2017-02-22
503430,Strategy,2017,2017-02-22
503430,Early access,2017,2017-02-22
319730,Action,2007,2007-07-10
319730,Free to play,2007,2007-07-10
319730,Massively multiplayer,2007,2007-07-10
319730,Rpg,2007,2007-07-10
319730,Strategy,2007,2007-07-10
600240,Racing,2017,2017-02-22
600240,Simulation,2017,2017-02-22
600240,Sports,2017,2017-02-22
596870,Adventure,2017,2017-02-23
596870,Indie,2017,2017-02-23
332650,Action,2017,2017-02-23
332650,Massively multiplayer,2017,2017-02-23
332650,Rpg,2017,2017-02-23
332650,Early access,2017,2017-02-23
530150,Action,2017,2017-02-23
530150,Massively multiplayer,2017,2017-02-23
530150,Rpg,2017,2017-02-23
530152,Action,2017,2017-02-23
530152,Massively multiplayer,2017,2017-02-23
530152,Rpg,2017,2017-02-23
530151,Action,2017,2017-02-23
530151,Massively multiplayer,2017,2017-02-23
530151,Rpg,2017,2017-02-23
573040,Adventure,2017,2017-02-23
573040,Casual,2017,2017-02-23
573040,Indie,2017,2017-02-23
578680,Action,2017,2017-02-23
578680,Adventure,2017,2017-02-23
578680,Indie,2017,2017-02-23
465200,Action,2017,2017-02-24
465200,Adventure,2017,2017-02-24
465200,Indie,2017,2017-02-24
465200,Rpg,2017,2017-02-24
465200,Early access,2017,2017-02-24
592550,Indie,2017,2017-02-24
592550,Simulation,2017,2017-02-24
592550,Strategy,2017,2017-02-24
591720,Indie,2017,2017-02-24
420290,Action,2017,2017-02-24
420290,Casual,2017,2017-02-24
420290,Indie,2017,2017-02-24
420290,Strategy,2017,2017-02-24
420290,Early access,2017,2017-02-24
415090,Action,2017,2017-02-24
415090,Casual,2017,2017-02-24
415090,Indie,2017,2017-02-24
588670,Indie,2017,2017-02-24
562160,Adventure,2017,2017-02-24
562160,Casual,2017,2017-02-24
562160,Indie,2017,2017-02-24
460140,Adventure,2017,2017-02-24
460140,Indie,2017,2017-02-24
598190,Action,2017,2017-02-24
598190,Adventure,2017,2017-02-24
598190,Indie,2017,2017-02-24
367520,Action,2017,2017-02-24
367520,Adventure,2017,2017-02-24
367520,Indie,2017,2017-02-24
571040,Design and illustration,2017,2017-02-24
571040,Education,2017,2017-02-24
571040,Photo editing,2017,2017-02-24
571040,Software training,2017,2017-02-24
571040,Utilities,2017,2017-02-24
494320,Adventure,2017,2017-02-24
494320,Rpg,2017,2017-02-24
442230,Education,2017,2017-02-24
506900,Adventure,2017,2017-07-13
506900,Indie,2017,2017-07-13
598710,Action,2017,2017-02-26
598710,Adventure,2017,2017-02-26
598710,Indie,2017,2017-02-26
598710,Rpg,2017,2017-02-26
592260,Design and illustration,2017,2017-02-26
592260,Early access,2017,2017-02-26
600310,Action,2017,2017-02-27
600310,Indie,2017,2017-02-27
601690,Action,2017,2017-02-25
601690,Adventure,2017,2017-02-25
601690,Indie,2017,2017-02-25
601690,Simulation,2017,2017-02-25
561800,Action,2017,2017-02-27
561800,Casual,2017,2017-02-27
599050,Indie,2017,2017-02-27
599050,Strategy,2017,2017-02-27
551450,Action,2017,2017-02-27
551450,Indie,2017,2017-02-27
581000,Action,2017,2017-02-27
581000,Indie,2017,2017-02-27
581000,Strategy,2017,2017-02-27
583030,Casual,2017,2017-02-27
583030,Indie,2017,2017-02-27
596230,Adventure,2017,2017-02-28
596230,Indie,2017,2017-02-28
596230,Rpg,2017,2017-02-28
596230,Strategy,2017,2017-02-28
596231,Adventure,2017,2017-02-28
596231,Indie,2017,2017-02-28
596231,Rpg,2017,2017-02-28
596231,Strategy,2017,2017-02-28
569716,Action,2017,2017-02-28
527230,Adventure,2017,2017-02-28
527230,Indie,2017,2017-02-28
527230,Rpg,2017,2017-02-28
527230,Strategy,2017,2017-02-28
527230,Early access,2017,2017-02-28
569717,Action,2017,2017-02-28
590520,Action,2017,2017-02-28
590520,Indie,2017,2017-02-28
584260,Simulation,2017,2017-02-28
584260,Strategy,2017,2017-02-28
595130,Casual,2017,2017-02-28
595130,Simulation,2017,2017-02-28
500237,Simulation,2017,2017-02-28
556225,Simulation,2017,2017-02-28
590470,Action,2017,2017-02-28
590470,Casual,2017,2017-02-28
590470,Indie,2017,2017-02-28
508401,Action,2017,2017-02-28
508401,Adventure,2017,2017-02-28
508401,Casual,2017,2017-02-28
508401,Massively multiplayer,2017,2017-02-28
590490,Action,2017,2017-02-28
590490,Casual,2017,2017-02-28
590490,Indie,2017,2017-02-28
590480,Action,2017,2017-02-28
590480,Casual,2017,2017-02-28
590480,Indie,2017,2017-02-28
597210,Adventure,2017,2017-02-28
597210,Casual,2017,2017-02-28
597210,Indie,2017,2017-02-28
596190,Action,2017,2017-02-28
596190,Adventure,2017,2017-02-28
596190,Rpg,2017,2017-02-28
570210,Simulation,2017,2017-02-28
570210,Sports,2017,2017-02-28
595340,Action,2017,2017-02-28
595340,Adventure,2017,2017-02-28
595340,Indie,2017,2017-02-28
552000,Action,2017,2017-02-28
552000,Casual,2017,2017-02-28
552000,Indie,2017,2017-02-28
580310,Audio production,2017,2017-02-28
509733,Casual,2017,2017-02-28
509733,Simulation,2017,2017-02-28
509730,Casual,2017,2017-02-28
509730,Simulation,2017,2017-02-28
509731,Casual,2017,2017-02-28
509731,Simulation,2017,2017-02-28
509729,Casual,2017,2017-02-28
509729,Simulation,2017,2017-02-28
390030,Action,2017,2017-02-28
390030,Indie,2017,2017-02-28
509732,Casual,2017,2017-02-28
509732,Simulation,2017,2017-02-28
590640,Software training,2017,2017-02-28
595510,Software training,2017,2017-02-28
586070,Action,2017,2017-02-28
586070,Simulation,2017,2017-02-28
567320,Action,2017,2017-02-28
567320,Indie,2017,2017-02-28
567320,Racing,2017,2017-02-28
567320,Early access,2017,2017-02-28
576310,Adventure,2017,2017-02-28
576310,Casual,2017,2017-02-28
576310,Indie,2017,2017-02-28
576310,Simulation,2017,2017-02-28
525150,Action,2017,2017-02-28
525150,Indie,2017,2017-02-28
525150,Strategy,2017,2017-02-28
556217,Simulation,2017,2017-03-01
530010,Indie,2017,2017-03-01
500211,Simulation,2017,2017-03-01
601180,Action,2017,2017-03-01
601180,Adventure,2017,2017-03-01
601180,Indie,2017,2017-03-01
602330,Casual,2017,2017-03-01
602330,Indie,2017,2017-03-01
602330,Simulation,2017,2017-03-01
551560,Adventure,2017,2017-03-01
551560,Casual,2017,2017-03-01
551560,Free to play,2017,2017-03-01
551560,Indie,2017,2017-03-01
551560,Simulation,2017,2017-03-01
391140,Action,2017,2017-03-01
391140,Indie,2017,2017-03-01
391140,Early access,2017,2017-03-01
596270,Adventure,2017,2017-03-01
596270,Casual,2017,2017-03-01
398140,Adventure,2017,2017-03-02
398140,Indie,2017,2017-03-02
398140,Rpg,2017,2017-03-02
596650,Adventure,2017,2017-03-02
596650,Free to play,2017,2017-03-02
584220,Casual,2017,2017-03-03
584220,Indie,2017,2017-03-03
512020,Action,2017,2017-03-03
512020,Adventure,2017,2017-03-03
512020,Casual,2017,2017-03-03
512020,Indie,2017,2017-03-03
512020,Strategy,2017,2017-03-03
545200,Casual,2017,2017-03-03
545200,Sports,2017,2017-03-03
566320,Adventure,2017,2017-03-03
566320,Casual,2017,2017-03-03
566320,Indie,2017,2017-03-03
596400,Adventure,2017,2017-03-03
596400,Casual,2017,2017-03-03
494720,Casual,2017,2017-03-03
494720,Indie,2017,2017-03-03
575830,Action,2017,2017-03-03
575830,Adventure,2017,2017-03-03
575830,Indie,2017,2017-03-03
575830,Rpg,2017,2017-03-03
592750,Adventure,2017,2017-03-03
592750,Indie,2017,2017-03-03
577460,Action,2017,2017-03-03
577460,Adventure,2017,2017-03-03
