item_id,genres,year_release,tags
434120,Casual,2015,Adventure
434120,Free to play,2015,Adventure
434120,Indie,2015,Adventure
433360,Adventure,2016,Female Protagonist
433360,Casual,2016,Female Protagonist
435450,Indie,2016,RPG
435450,Rpg,2016,RPG
435450,Strategy,2016,RPG
400030,Casual,2014,Indie
400030,Free to play,2014,Indie
400030,Indie,2014,Indie
406140,Action,2016,Casual
406140,Adventure,2016,Casual
387990,Action,2016,Great Soundtrack
387990,Adventure,2016,Great Soundtrack
387990,Indie,2016,Great Soundtrack
387990,Simulation,2016,Great Soundtrack
387990,Early access,2016,Great Soundtrack
417480,Action,2016,Indie
417480,Adventure,2016,Indie
417480,Casual,2016,Indie
385810,Strategy,2016,Funny
435780,Action,2016,RPG
435780,Indie,2016,RPG
435780,Simulation,2016,RPG
370560,Casual,2016,Indie
370560,Simulation,2016,Indie
384480,Action,2016,2D
384480,Adventure,2016,2D
384480,Casual,2016,2D
384480,Indie,2016,2D
429920,Indie,2016,Adventure
281610,Strategy,2016,Indie
436550,Simulation,2016,World War I
436550,Strategy,2016,World War I
424010,Adventure,2016,Adventure
424010,Casual,2016,Adventure
424010,Indie,2016,Adventure
424010,Rpg,2016,Adventure
427790,Adventure,2016,Physics
427790,Casual,2016,Physics
427790,Indie,2016,Physics
427790,Rpg,2016,Physics
225840,Action,1999,Cute
225840,Casual,1999,Cute
225840,Free to play,1999,Cute
225840,Indie,1999,Cute
362370,Action,2016,Action
362370,Casual,2016,Action
362370,Indie,2016,Action
404570,Action,2016,Base Building
438060,Indie,2016,Action
438060,Rpg,2016,Action
438060,Strategy,2016,Action
438062,Indie,2016,Action
438062,Rpg,2016,Action
438062,Strategy,2016,Action
438061,Indie,2016,Action
438061,Rpg,2016,Action
438061,Strategy,2016,Action
438071,Indie,2016,Action
438071,Rpg,2016,Action
438071,Strategy,2016,Action
438070,Indie,2016,Action
438070,Rpg,2016,Action
438070,Strategy,2016,Action
427770,Action,2016,Level Editor
427770,Indie,2016,Level Editor
432010,Casual,2016,Detective
432010,Indie,2016,Detective
432010,Rpg,2016,Detective
432010,Simulation,2016,Detective
389430,Action,2016,Simulation
389430,Adventure,2016,Simulation
389430,Free to play,2016,Simulation
389430,Massively multiplayer,2016,Simulation
389430,Rpg,2016,Simulation
400880,Indie,2016,Sports
400880,Racing,2016,Sports
400880,Simulation,2016,Sports
400880,Sports,2016,Sports
432810,Adventure,2016,Online Co-Op
432810,Indie,2016,Online Co-Op
385030,Rpg,2016,Exploration
435040,Adventure,2015,Sports
435040,Casual,2015,Sports
435040,Strategy,2015,Sports
433830,Action,2016,Action
433830,Adventure,2016,Action
433830,Indie,2016,Action
433830,Rpg,2016,Action
433830,Strategy,2016,Action
426560,Casual,2016,Multiplayer
426560,Free to play,2016,Multiplayer
426560,Massively multiplayer,2016,Multiplayer
426560,Sports,2016,Multiplayer
426560,Strategy,2016,Multiplayer
423700,Casual,2016,Strategy
423700,Indie,2016,Strategy
423700,Rpg,2016,Strategy
423700,Simulation,2016,Strategy
299340,Action,2016,Indie
299340,Indie,2016,Indie
299340,Simulation,2016,Indie
299340,Strategy,2016,Indie
379556,Simulation,2016,Puzzle-Platformer
417463,Action,2016,Strategy
379557,Simulation,2016,Puzzle-Platformer
210970,Adventure,2016,Casual
210970,Indie,2016,Casual
390437,Casual,2016,Simulation
390437,Simulation,2016,Simulation
390438,Casual,2016,Simulation
390438,Simulation,2016,Simulation
390436,Casual,2016,Simulation
390436,Simulation,2016,Simulation
390439,Casual,2016,Simulation
390439,Simulation,2016,Simulation
405310,Action,2016,Strategy
405310,Adventure,2016,Strategy
418221,Action,2016,RPG
422480,Action,2016,Arcade
411350,Accounting,2015,Shooter
393330,Education,2010,Great Soundtrack
393330,Software training,2010,Great Soundtrack
438110,Education,2016,Gore
355960,Simulation,2016,Shooter
355960,Strategy,2016,Shooter
390930,Action,2016,Action
390930,Indie,2016,Action
394040,Action,2016,Strategy
394040,Indie,2016,Strategy
431460,Adventure,2016,Adventure
431460,Casual,2016,Adventure
431460,Indie,2016,Adventure
430240,Indie,2016,Action
436860,Action,2016,Singleplayer
436860,Adventure,2016,Singleplayer
436860,Indie,2016,Singleplayer
436860,Simulation,2016,Singleplayer
393320,Education,2010,Replay Value
435230,Action,2016,Action
435230,Rpg,2016,Action
435230,Early access,2016,Action
437060,Casual,2016,Co-op
435420,Action,2005,RPG
359350,Adventure,2016,Casual
359350,Indie,2016,Casual
359350,Racing,2016,Casual
334780,Racing,2016,Indie
334780,Simulation,2016,Indie
334780,Sports,2016,Indie
409340,Action,2016,Massively Multiplayer
409340,Indie,2016,Massively Multiplayer
409340,Early access,2016,Massively Multiplayer
413814,Action,2016,Action
413817,Action,2016,Adventure
425560,Utilities,2016,Free to Play
434570,Action,2016,Space
434570,Adventure,2016,Space
434570,Casual,2016,Space
438440,Action,2016,Shooter
438440,Indie,2016,Shooter
438440,Early access,2016,Shooter
353130,Action,2016,Multiplayer
353130,Free to play,2016,Multiplayer
353130,Indie,2016,Multiplayer
353130,Massively multiplayer,2016,Multiplayer
353130,Simulation,2016,Multiplayer
429680,Free to play,2016,Action
429680,Indie,2016,Action
429680,Massively multiplayer,2016,Action
429680,Strategy,2016,Action
433920,Adventure,2016,Action
433920,Indie,2016,Action
433920,Rpg,2016,Action
438030,Action,2016,Survival
438030,Casual,2016,Survival
433640,Action,2016,Shooter
362160,Rpg,2016,Psychological Horror
434950,Rpg,2016,Sports
389050,Action,2016,Indie
389050,Indie,2016,Indie
389050,Early access,2016,Indie
372360,Rpg,2016,Story Rich
406110,Adventure,2016,Casual
406110,Casual,2016,Casual
406110,Indie,2016,Casual
406110,Rpg,2016,Casual
428180,Indie,2016,RTS
428180,Massively multiplayer,2016,RTS
428180,Rpg,2016,RTS
428180,Early access,2016,RTS
428210,Action,2016,Indie
428210,Adventure,2016,Indie
428210,Indie,2016,Indie
433120,Indie,2016,Tower Defense
415240,Action,2016,Illuminati
415240,Casual,2016,Illuminati
415240,Indie,2016,Illuminati
391510,Adventure,2016,Capitalism
434880,Rpg,2016,Action
434880,Strategy,2016,Action
422420,Casual,2016,Anime
422420,Indie,2016,Anime
422420,Simulation,2016,Anime
422420,Strategy,2016,Anime
422420,Early access,2016,Anime
330500,Casual,2016,Indie
379567,Simulation,2016,RPG
379566,Simulation,2016,Action
438360,Action,2016,Multiplayer
438360,Indie,2016,Multiplayer
334210,Action,2016,Simulation
334210,Indie,2016,Simulation
334210,Strategy,2016,Simulation
431610,Action,2012,Pixel Graphics
431610,Adventure,2012,Pixel Graphics
431610,Indie,2012,Pixel Graphics
429720,Adventure,2016,RPG
429720,Indie,2016,RPG
441810,Indie,2016,Funny
441810,Massively multiplayer,2016,Funny
441810,Rpg,2016,Funny
362020,Adventure,2016,Indie
362020,Casual,2016,Indie
362020,Indie,2016,Indie
362020,Rpg,2016,Indie
438560,Adventure,2016,RPG
438560,Casual,2016,RPG
438390,Simulation,2016,FPS
425530,Indie,2016,Indie
425530,Simulation,2016,Indie
425530,Strategy,2016,Indie
437430,Indie,2016,Gore
437430,Simulation,2016,Gore
437430,Strategy,2016,Gore
326027,Simulation,2016,Chess
408180,Adventure,2016,Action
408180,Casual,2016,Action
408180,Indie,2016,Action
408180,Rpg,2016,Action
441240,Action,2016,4 Player Local
441240,Adventure,2016,4 Player Local
441240,Indie,2016,4 Player Local
346610,Indie,2016,Football
346610,Racing,2016,Football
346610,Simulation,2016,Football
346610,Sports,2016,Football
346610,Early access,2016,Football
440740,Action,2016,Strategy
440740,Casual,2016,Strategy
440740,Free to play,2016,Strategy
440740,Indie,2016,Strategy
440740,Strategy,2016,Strategy
419050,Adventure,2016,Casual
419050,Indie,2016,Casual
419050,Rpg,2016,Casual
419050,Strategy,2016,Casual
325724,Action,2016,Score Attack
325724,Rpg,2016,Score Attack
417410,Adventure,2016,Indie
417410,Casual,2016,Indie
417410,Simulation,2016,Indie
417410,Strategy,2016,Indie
364390,Adventure,2016,Singleplayer
364390,Indie,2016,Singleplayer
411330,Action,2004,Zombies
438600,Free to play,2016,Funny
438600,Indie,2016,Funny
438600,Massively multiplayer,2016,Funny
438600,Simulation,2016,Funny
438600,Sports,2016,Funny
438600,Strategy,2016,Funny
432580,Action,2016,Classic
432580,Adventure,2016,Classic
432580,Casual,2016,Classic
432580,Indie,2016,Classic
432580,Strategy,2016,Classic
359600,Action,2016,Multiplayer
359600,Adventure,2016,Multiplayer
390446,Casual,2016,Indie
390446,Simulation,2016,Indie
435840,Adventure,2016,Cartoon
435840,Indie,2016,Cartoon
390447,Casual,2016,Indie
390447,Simulation,2016,Indie
431290,Action,2016,Fighting
431290,Indie,2016,Fighting
326044,Simulation,2016,Casual
326043,Simulation,2016,Casual
440470,Action,2016,Fantasy
440470,Adventure,2016,Fantasy
432780,Adventure,2016,Party-Based RPG
432780,Casual,2016,Party-Based RPG
441600,Action,2016,Sandbox
441600,Rpg,2016,Sandbox
438710,Action,2016,Indie
443300,Simulation,2016,Difficult
440770,Adventure,2016,Strategy
440770,Indie,2016,Strategy
440770,Early access,2016,Strategy
430250,Action,2016,Indie
430250,Indie,2016,Indie
442020,Indie,2016,RPG
314240,Adventure,2016,Adventure
314240,Indie,2016,Adventure
314240,Rpg,2016,Adventure
314240,Simulation,2016,Adventure
314240,Strategy,2016,Adventure
436190,Adventure,2016,Western
436190,Indie,2016,Western
436190,Rpg,2016,Western
436190,Simulation,2016,Western
436190,Strategy,2016,Western
429020,Action,2016,RPG
429020,Adventure,2016,RPG
429020,Casual,2016,RPG
429020,Indie,2016,RPG
429020,Rpg,2016,RPG
429020,Strategy,2016,RPG
429020,Early access,2016,RPG
409440,Adventure,2016,Mouse only
409440,Casual,2016,Mouse only
409440,Indie,2016,Mouse only
351330,Adventure,2016,Fighting
351330,Indie,2016,Fighting
351330,Rpg,2016,Fighting
351330,Strategy,2016,Fighting
436950,Indie,2016,Early Access
339440,Action,2016,Story Rich
339440,Indie,2016,Story Rich
339440,Early access,2016,Story Rich
395350,Adventure,2016,First-Person
395350,Indie,2016,First-Person
395350,Strategy,2016,First-Person
426170,Action,2016,Party-Based RPG
426170,Indie,2016,Party-Based RPG
426170,Rpg,2016,Party-Based RPG
431680,Strategy,2016,Action-Adventure
432130,Adventure,2016,Action
432130,Indie,2016,Action
322430,Action,2016,Casual
322430,Adventure,2016,Casual
322430,Casual,2016,Casual
322430,Indie,2016,Casual
322430,Simulation,2016,Casual
322430,Strategy,2016,Casual
393390,Action,2016,Real-Time
393390,Adventure,2016,Real-Time
393390,Casual,2016,Real-Time
393390,Indie,2016,Real-Time
393390,Simulation,2016,Real-Time
393390,Strategy,2016,Real-Time
393390,Early access,2016,Real-Time
415860,Free to play,2016,Indie
415860,Indie,2016,Indie
415860,Massively multiplayer,2016,Indie
415860,Rpg,2016,Indie
415860,Strategy,2016,Indie
415860,Early access,2016,Indie
444320,Adventure,2016,Puzzle-Platformer
444320,Casual,2016,Puzzle-Platformer
444320,Indie,2016,Puzzle-Platformer
433570,Action,2016,Simulation
433570,Adventure,2016,Simulation
433570,Indie,2016,Simulation
423270,Action,2016,Adventure
423270,Indie,2016,Adventure
429200,Action,2016,RPG
429200,Indie,2016,RPG
434260,Casual,2016,Arcade
434260,Simulation,2016,Arcade
376932,Simulation,2016,Third Person
436790,Adventure,2016,Anime
436790,Indie,2016,Anime
437880,Adventure,2016,RPG
437880,Casual,2016,RPG
437880,Indie,2016,RPG
439930,Action,2016,Indie
439930,Casual,2016,Indie
439930,Indie,2016,Indie
439930,Strategy,2016,Indie
388120,Adventure,2016,Horror
388120,Casual,2016,Horror
428340,Animation and modeling,2016,Strategy
428340,Design and illustration,2016,Strategy
428340,Video production,2016,Strategy
440760,Action,2016,RPGMaker
440760,Indie,2016,RPGMaker
444820,Action,2016,Simulation
444820,Indie,2016,Simulation
444820,Rpg,2016,Simulation
427930,Adventure,2016,Casual
427930,Casual,2016,Casual
427930,Indie,2016,Casual
427930,Rpg,2016,Casual
428710,Action,2016,RPG
428710,Adventure,2016,RPG
428710,Casual,2016,RPG
428710,Indie,2016,RPG
428710,Rpg,2016,RPG
436110,Action,2016,Early Access
436110,Adventure,2016,Early Access
436110,Free to play,2016,Early Access
436110,Indie,2016,Early Access
443400,Action,2016,Space
443400,Adventure,2016,Space
443400,Free to play,2016,Space
443400,Indie,2016,Space
435300,Adventure,2016,Indie
435300,Casual,2016,Indie
435300,Indie,2016,Indie
391720,Adventure,2016,Co-op
391720,Indie,2016,Co-op
430330,Action,2016,Action
430330,Adventure,2016,Action
430330,Casual,2016,Action
430330,Indie,2016,Action
430330,Rpg,2016,Action
436510,Action,2016,Adventure
436510,Indie,2016,Adventure
436510,Rpg,2016,Adventure
436510,Strategy,2016,Adventure
436510,Early access,2016,Adventure
410760,Action,2016,Video Production
410760,Casual,2016,Video Production
410760,Indie,2016,Video Production
410760,Strategy,2016,Video Production
394260,Action,2016,Strategy
394260,Casual,2016,Strategy
394260,Indie,2016,Strategy
425110,Action,2016,FPS
310950,Action,2016,Story Rich
444680,Action,2016,Adventure
365510,Casual,2016,Simulation
365510,Indie,2016,Simulation
444780,Action,2016,FPS
444780,Casual,2016,FPS
444780,Indie,2016,FPS
379544,Simulation,2016,Character Action Game
379583,Simulation,2016,Indie
418360,Action,2016,Software
418360,Indie,2016,Software
435510,Indie,2016,Indie
435510,Simulation,2016,Indie
435510,Strategy,2016,Indie
444410,Action,2016,3D Platformer
444410,Adventure,2016,3D Platformer
444410,Casual,2016,3D Platformer
444410,Indie,2016,3D Platformer
444410,Simulation,2016,3D Platformer
404850,Casual,2016,Adventure
404850,Indie,2016,Adventure
406940,Action,2016,Bullet Hell
406940,Indie,2016,Bullet Hell
406940,Racing,2016,Bullet Hell
427675,Action,2016,Runner
425760,Casual,2016,Short
425760,Indie,2016,Short
399530,Casual,2016,Soundtrack
399530,Indie,2016,Soundtrack
399530,Strategy,2016,Soundtrack
427676,Action,2016,Runner
440950,Action,2016,Action
440950,Adventure,2016,Action
440950,Indie,2016,Action
440950,Rpg,2016,Action
440950,Simulation,2016,Action
392000,Action,2016,Mars
392000,Racing,2016,Mars
438270,Adventure,2016,Classic
438270,Indie,2016,Classic
438270,Rpg,2016,Classic
404980,Simulation,2016,Local Co-Op
434680,Casual,2016,Racing
434680,Indie,2016,Racing
439740,Adventure,2016,Adventure
439740,Casual,2016,Adventure
439740,Indie,2016,Adventure
439740,Early access,2016,Adventure
439390,Audio production,2016,Indie
439390,Software training,2016,Indie
439390,Utilities,2016,Indie
439390,Video production,2016,Indie
439390,Web publishing,2016,Indie
437710,Adventure,2016,FPS
437710,Casual,2016,FPS
437710,Indie,2016,FPS
405050,Casual,2016,Dark Fantasy
402060,Adventure,2016,Building
402060,Indie,2016,Building
385670,Action,2016,Music
385670,Adventure,2016,Music
385670,Casual,2016,Music
385670,Indie,2016,Music
385670,Rpg,2016,Music
402150,Casual,2016,Strategy
443980,Adventure,2016,RPG
443980,Indie,2016,RPG
443980,Simulation,2016,RPG
262120,Action,2016,Simulation
262120,Casual,2016,Simulation
262120,Indie,2016,Simulation
262120,Simulation,2016,Simulation
262120,Strategy,2016,Simulation
443780,Casual,2016,Pixel Graphics
444940,Action,2016,Psychological Horror
444940,Indie,2016,Psychological Horror
434820,Casual,2016,Sports
434820,Indie,2016,Sports
433850,Action,2016,Action
433850,Adventure,2016,Action
433850,Massively multiplayer,2016,Action
433850,Early access,2016,Action
253490,Action,2016,Indie
253490,Free to play,2016,Indie
253490,Massively multiplayer,2016,Indie
253490,Rpg,2016,Indie
434860,Rpg,2016,Sports
440390,Action,2016,Indie
440390,Free to play,2016,Indie
440390,Massively multiplayer,2016,Indie
440390,Rpg,2016,Indie
412560,Sports,2016,Side Scroller
399120,Action,2016,2D
441760,Adventure,2016,Comedy
441760,Indie,2016,Comedy
441760,Rpg,2016,Comedy
430190,Indie,2016,Open World
443660,Strategy,2016,Platformer
411650,Indie,2016,Multiple Endings
411650,Strategy,2016,Multiple Endings
429610,Adventure,2016,Simulation
429610,Casual,2016,Simulation
444160,Casual,2016,RPG
444160,Indie,2016,RPG
444160,Simulation,2016,RPG
350090,Indie,2016,Werewolves
350090,Simulation,2016,Werewolves
350090,Strategy,2016,Werewolves
440530,Indie,2016,Fantasy
440530,Simulation,2016,Fantasy
440530,Strategy,2016,Fantasy
444430,Action,2016,Survival
444430,Casual,2016,Survival
246620,Casual,2016,Great Soundtrack
246620,Indie,2016,Great Soundtrack
246620,Simulation,2016,Great Soundtrack
246620,Strategy,2016,Great Soundtrack
403940,Action,2016,First-Person
403940,Indie,2016,First-Person
403940,Rpg,2016,First-Person
413410,Adventure,2016,Simulation
433490,Action,2016,Sports
433490,Casual,2016,Sports
433490,Indie,2016,Sports
258659,Simulation,2016,Singleplayer
431730,Animation and modeling,2016,Casual
431730,Design and illustration,2016,Casual
432760,Adventure,2016,Turn-Based
432760,Casual,2016,Turn-Based
445450,Design and illustration,2016,Multiplayer
445450,Web publishing,2016,Multiplayer
444000,Indie,2016,Action
444000,Racing,2016,Action
444000,Simulation,2016,Action
444000,Sports,2016,Action
434530,Casual,2016,Survival
434530,Indie,2016,Survival
434530,Strategy,2016,Survival
434530,Early access,2016,Survival
445380,Indie,2016,Casual
445380,Racing,2016,Casual
445380,Simulation,2016,Casual
445380,Sports,2016,Casual
429690,Action,2016,RPG
429690,Indie,2016,RPG
442290,Indie,2016,Choices Matter
296010,Action,2016,Adventure
296010,Indie,2016,Adventure
296010,Rpg,2016,Adventure
434780,Action,2016,Sports
434780,Casual,2016,Sports
434780,Indie,2016,Sports
358460,Strategy,2016,Multiplayer
442820,Strategy,2016,2D
433460,Strategy,2016,Sports
323910,Utilities,2016,First-Person
436450,Strategy,2016,Indie
434910,Racing,2016,Sports
434910,Simulation,2016,Sports
434070,Indie,2016,Indie
442100,Action,2016,Replay Value
441870,Casual,2016,Survival
441870,Indie,2016,Survival
441870,Racing,2016,Survival
426060,Rpg,2016,Casual
442101,Action,2016,Replay Value
438340,Adventure,2016,Zombies
438340,Casual,2016,Zombies
438340,Indie,2016,Zombies
444580,Adventure,2016,Singleplayer
440690,Action,2016,RPG
440690,Adventure,2016,RPG
440690,Indie,2016,RPG
376933,Simulation,2016,Third Person
390456,Casual,2016,Early Access
390456,Simulation,2016,Early Access
394830,Action,2016,2D
394830,Indie,2016,2D
390458,Casual,2016,Early Access
390458,Simulation,2016,Early Access
390457,Casual,2016,Early Access
390457,Simulation,2016,Early Access
390459,Casual,2016,Early Access
390459,Simulation,2016,Early Access
436570,Casual,2016,World War I
436570,Simulation,2016,World War I
436571,Casual,2016,World War I
436571,Simulation,2016,World War I
445920,Indie,2016,Strategy
354280,Action,2016,Horror
354280,Casual,2016,Horror
354280,Indie,2016,Horror
354280,Simulation,2016,Horror
419080,Simulation,2016,Free to Play
402660,Indie,2016,RPG
402660,Simulation,2016,RPG
402660,Strategy,2016,RPG
417465,Action,2016,Strategy
404250,Adventure,2016,Open World
404250,Indie,2016,Open World
404250,Rpg,2016,Open World
438810,Action,2016,RPG
438810,Adventure,2016,RPG
438810,Indie,2016,RPG
379576,Simulation,2016,Action
379582,Simulation,2016,RPG
379543,Simulation,2016,Inventory Management
440810,Action,2016,Adventure
440810,Casual,2016,Adventure
440810,Indie,2016,Adventure
336210,Action,2016,Indie
336210,Indie,2016,Indie
336210,Early access,2016,Indie
318600,Action,2016,Indie
318600,Adventure,2016,Indie
318600,Indie,2016,Indie
427820,Strategy,2016,Adventure
435190,Indie,2016,Indie
435190,Rpg,2016,Indie
435190,Strategy,2016,Indie
435200,Indie,2016,Sports
435200,Rpg,2016,Sports
435200,Strategy,2016,Sports
446890,Adventure,2016,Strategy
446890,Indie,2016,Strategy
444220,Action,2016,Co-op
444220,Adventure,2016,Co-op
444220,Casual,2016,Co-op
444220,Indie,2016,Co-op
444220,Rpg,2016,Co-op
425040,Adventure,2016,Free to Play
425040,Indie,2016,Free to Play
425210,Action,2016,Cute
425210,Adventure,2016,Cute
377590,Animation and modeling,2016,Female Protagonist
377590,Video production,2016,Female Protagonist
396480,Action,2016,Strategy
396480,Indie,2016,Strategy
396480,Simulation,2016,Strategy
396480,Strategy,2016,Strategy
326023,Simulation,2016,Chess
411030,Action,2016,Strategy
411030,Indie,2016,Strategy
411030,Simulation,2016,Strategy
411030,Strategy,2016,Strategy
445080,Adventure,2016,Indie
445080,Indie,2016,Indie
439700,Massively multiplayer,2016,Indie
268360,Indie,2016,Adventure
268360,Racing,2016,Adventure
373410,Indie,2016,Fantasy
373410,Simulation,2016,Fantasy
373410,Strategy,2016,Fantasy
373410,Early access,2016,Fantasy
405900,Rpg,2016,Indie
439541,Rpg,2016,Strategy
447300,Action,2016,Indie
447300,Adventure,2016,Indie
447300,Casual,2016,Indie
447300,Indie,2016,Indie
447300,Rpg,2016,Indie
439540,Rpg,2016,Strategy
445440,Casual,2016,Superhero
441940,Rpg,2016,Multiplayer
427030,Rpg,2016,Singleplayer
423750,Casual,2016,Star Wars
423750,Indie,2016,Star Wars
420440,Simulation,2016,Simulation
420440,Strategy,2016,Simulation
415800,Action,2016,Shoot 'Em Up
415800,Simulation,2016,Shoot 'Em Up
447890,Action,2016,Multiplayer
447890,Casual,2016,Multiplayer
447890,Indie,2016,Multiplayer
442260,Action,2016,First-Person
442260,Indie,2016,First-Person
444040,Adventure,2016,Co-op
444040,Indie,2016,Co-op
440820,Indie,2016,Strategy
440820,Rpg,2016,Strategy
440820,Simulation,2016,Strategy
428530,Action,2016,Platformer
428530,Indie,2016,Platformer
395850,Action,2016,Strategy
395850,Adventure,2016,Strategy
395850,Indie,2016,Strategy
395850,Simulation,2016,Strategy
438040,Adventure,2016,FPS
438040,Casual,2016,FPS
438040,Free to play,2016,FPS
438040,Indie,2016,FPS
438040,Massively multiplayer,2016,FPS
438040,Rpg,2016,FPS
438040,Strategy,2016,FPS
445170,Action,2016,Walking Simulator
445170,Adventure,2016,Walking Simulator
445170,Casual,2016,Walking Simulator
445170,Indie,2016,Walking Simulator
443530,Action,2016,Sandbox
443530,Adventure,2016,Sandbox
443530,Casual,2016,Sandbox
443530,Indie,2016,Sandbox
434180,Action,2013,Adventure
434180,Casual,2013,Adventure
434180,Indie,2013,Adventure
412130,Indie,2016,Turn-Based Tactics
412130,Rpg,2016,Turn-Based Tactics
412130,Strategy,2016,Turn-Based Tactics
412130,Early access,2016,Turn-Based Tactics
392440,Adventure,2016,Early Access
392440,Casual,2016,Early Access
392440,Indie,2016,Early Access
392440,Rpg,2016,Early Access
446980,Casual,2016,Strategy
446980,Indie,2016,Strategy
446980,Rpg,2016,Strategy
446980,Simulation,2016,Strategy
446980,Strategy,2016,Strategy
444950,Adventure,2016,Visual Novel
444950,Simulation,2016,Visual Novel
430960,Casual,2016,Singleplayer
430960,Indie,2016,Singleplayer
430960,Simulation,2016,Singleplayer
441720,Simulation,2016,Indie
441720,Strategy,2016,Indie
442000,Adventure,2016,Indie
442000,Indie,2016,Indie
424250,Adventure,2016,Free to Play
424250,Indie,2016,Free to Play
424250,Rpg,2016,Free to Play
424250,Strategy,2016,Free to Play
433960,Adventure,2016,Puzzle-Platformer
433960,Indie,2016,Puzzle-Platformer
433960,Early access,2016,Puzzle-Platformer
448750,Action,2016,Casual
448750,Adventure,2016,Casual
448750,Casual,2016,Casual
448750,Indie,2016,Casual
448750,Rpg,2016,Casual
448750,Strategy,2016,Casual
401690,Indie,2016,Singleplayer
401690,Simulation,2016,Singleplayer
401690,Strategy,2016,Singleplayer
440340,Action,2016,Adventure
413540,Adventure,2016,Strategy
413540,Casual,2016,Strategy
413540,Indie,2016,Strategy
434970,Action,2016,Indie
434970,Indie,2016,Indie
434390,Action,2016,Space
434390,Adventure,2016,Space
434390,Indie,2016,Space
372810,Adventure,2016,Casual
372810,Casual,2016,Casual
372810,Indie,2016,Casual
322500,Action,2016,Futuristic
322500,Indie,2016,Futuristic
447480,Simulation,2016,Singleplayer
431860,Casual,2016,Adventure
431860,Indie,2016,Adventure
431860,Strategy,2016,Adventure
443850,Action,2016,Sci-fi
443850,Indie,2016,Sci-fi
442500,Casual,2016,Wargame
442500,Indie,2016,Wargame
442500,Rpg,2016,Wargame
442500,Simulation,2016,Wargame
442500,Sports,2016,Wargame
442500,Strategy,2016,Wargame
444280,Casual,2016,Indie
434700,Indie,2016,Action
381320,Action,2016,Beat 'em up
381320,Indie,2016,Beat 'em up
440880,Adventure,2016,Action
440880,Indie,2016,Action
440880,Rpg,2016,Action
326047,Simulation,2016,Casual
352950,Action,2016,War
352950,Adventure,2016,War
352950,Indie,2016,War
407830,Action,2016,RPG
407830,Adventure,2016,RPG
407830,Indie,2016,RPG
435570,Adventure,2016,Design & Illustration
435570,Casual,2016,Design & Illustration
435570,Indie,2016,Design & Illustration
402040,Adventure,2016,Massively Multiplayer
402040,Indie,2016,Massively Multiplayer
355560,Action,2016,Great Soundtrack
355560,Adventure,2016,Great Soundtrack
355560,Indie,2016,Great Soundtrack
355560,Racing,2016,Great Soundtrack
441700,Adventure,2016,Pixel Graphics
441700,Indie,2016,Pixel Graphics
441700,Rpg,2016,Pixel Graphics
441700,Strategy,2016,Pixel Graphics
402340,Action,2016,Sexual Content
402340,Indie,2016,Sexual Content
450150,Casual,2016,Casual
450150,Simulation,2016,Casual
450150,Strategy,2016,Casual
445710,Casual,2016,Simulation
445710,Indie,2016,Simulation
445710,Rpg,2016,Simulation
441710,Action,2016,Action
441710,Adventure,2016,Action
441710,Indie,2016,Action
374620,Adventure,2016,Music-Based Procedural Generation
374620,Indie,2016,Music-Based Procedural Generation
374620,Simulation,2016,Music-Based Procedural Generation
432290,Free to play,2016,Fighting
432290,Indie,2016,Fighting
432290,Massively multiplayer,2016,Fighting
432290,Rpg,2016,Fighting
432290,Strategy,2016,Fighting
449600,Free to play,2016,Memes
449600,Massively multiplayer,2016,Memes
449600,Rpg,2016,Memes
449600,Strategy,2016,Memes
440380,Action,2016,Action
440380,Indie,2016,Action
449360,Action,2016,Casual
449360,Indie,2016,Casual
428550,Action,2016,Great Soundtrack
428550,Indie,2016,Great Soundtrack
443470,Indie,2016,Open World
443470,Strategy,2016,Open World
446460,Strategy,2003,Simulation
446480,Simulation,2016,Action
446470,Simulation,2016,Strategy
446440,Casual,2016,Indie
433210,Indie,2015,Casual
433210,Rpg,2015,Casual
433210,Strategy,2015,Casual
450780,Casual,2016,Casual
450780,Indie,2016,Casual
449350,Casual,2016,Action
421670,Free to play,2016,Adventure
421670,Indie,2016,Adventure
421670,Rpg,2016,Adventure
421670,Simulation,2016,Adventure
431410,Action,2016,Sandbox
431410,Casual,2016,Sandbox
431410,Indie,2016,Sandbox
420160,Action,2016,Sports
420160,Casual,2016,Sports
420160,Indie,2016,Sports
449601,Free to play,2016,Memes
449601,Massively multiplayer,2016,Memes
449601,Rpg,2016,Memes
449601,Strategy,2016,Memes
371870,Adventure,2016,Adventure
371870,Indie,2016,Adventure
449603,Free to play,2016,Memes
449603,Massively multiplayer,2016,Memes
449603,Rpg,2016,Memes
449603,Strategy,2016,Memes
449602,Free to play,2016,Memes
449602,Massively multiplayer,2016,Memes
449602,Rpg,2016,Memes
449602,Strategy,2016,Memes
389510,Action,2016,Visual Novel
389510,Casual,2016,Visual Novel
389510,Indie,2016,Visual Novel
389510,Racing,2016,Visual Novel
389510,Simulation,2016,Visual Novel
389510,Sports,2016,Visual Novel
416424,Action,2016,Casual
416424,Adventure,2016,Casual
438690,Action,2016,Fantasy
438690,Indie,2016,Fantasy
438690,Racing,2016,Fantasy
438690,Sports,2016,Fantasy
427860,Adventure,2016,Fantasy
427860,Casual,2016,Fantasy
427860,Indie,2016,Fantasy
437702,Action,2016,FPS
437702,Adventure,2016,FPS
